Name,Notes,slide
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Stomach,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-stomach-9/,T2235248-SC-B906147
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Stomach,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-stomach-10/,T2235248-SC-B906148
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Stomach,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-stomach-11/,T2235248-SC-B906149
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Stomach,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-stomach-12/,T2235248-SC-B906150
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Stomach,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-stomach-13/,T2235248-SC-B906151
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Stomach,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-stomach-14/,T2235248-SC-B906152
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Stomach,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-stomach-15/,T2235248-SC-B906153
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Stomach,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-stomach-16/,T2235248-SC-B906154
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Stomach,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-stomach-17/,T2235248-SC-B906155
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Stomach,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-stomach-18/,T2235248-SC-B906157
Paraffin Tissue Section - Human Testis Tumor,http://www.biochain.com/product/paraffin-tissue-section-human-testis-tumor/,T2235260-B507020
Paraffin Tissue Section - Human Testis Tumor: Seminoma,http://www.biochain.com/product/paraffin-tissue-section-human-testis-tumor-seminoma/,T2235260-3
Paraffin Tissue Section - Human Throat Tumor: Squamous Cell Carcinoma of Pharynx,http://www.biochain.com/product/paraffin-tissue-section-human-throat-tumor-squamous-cell-carcinoma-of-pharynx/,T2235263-2-A406215
Paraffin Tissue Section - Human Thyroid Tumor: Nodular Goiter of Thyroid,http://www.biochain.com/product/paraffin-tissue-section-human-thyroid-tumor-nodular-goiter-of-thyroid/,T2235265-5-B810059
Paraffin Tissue Section - Human Thyroid Tumor: Papillary Adenocarcinoma,http://www.biochain.com/product/paraffin-tissue-section-human-thyroid-tumor-papillary-adenocarcinoma/,T2235265-7-B903254
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid/,T2235265-SC-B906057
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-2/,T2235265-SC-B906058
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-3/,T2235265-SC-B906059
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-4/,T2235265-SC-B906060
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-5/,T2235265-SC-B906061
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-6/,T2235265-SC-B906062
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-7/,T2235265-SC-B906063
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-8/,T2235265-SC-B906064
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-9/,T2235265-SC-B906065
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-10/,T2235265-SC-B906066
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-11/,T2235265-SC-B906070
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-12/,T2235265-SC-B906071
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-13/,T2235265-SC-B906072
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-14/,T2235265-SC-B906073
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-15/,T2235265-SC-B906074
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-16/,T2235265-SC-B906075
CancerSeq&trade; Plus Paraffin Tissue Tumor Sections: Thyroid,http://www.biochain.com/product/cancerseq-plus-paraffin-tissue-tumor-sections-thyroid-17/,T2235265-SC-B906076
Paraffin Tissue Section - Human Tonsil Tumor,http://www.biochain.com/product/paraffin-tissue-section-human-tonsil-tumor/,T2235268-C505162
Paraffin Tissue Section - Human Tonsil Tumor: Lymphoma of Tonsil,http://www.biochain.com/product/paraffin-tissue-section-human-tonsil-tumor-lymphoma-of-tonsil/,T2235268-1-C406268
Paraffin Tissue Section - Human Uterus Tumor: Endometrium Adenocarcinoma,http://www.biochain.com/product/paraffin-tissue-section-human-uterus-tumor-endometrium-adenocarcinoma/,T2235274-3-A505245
Paraffin Tissue Section - Human Diabetic Diseased Tissue: Bone Marrow,http://www.biochain.com/product/paraffin-tissue-section-human-diabetic-diseased-tissue-bone-marrow/,T2236024Dia-A710193
Paraffin Tissue Section - Alzheimers Disease: Brain,http://www.biochain.com/product/paraffin-tissue-section-alzheimers-disease-brain/,T2236035Alz-C402036
Paraffin Tissue Section - Multiple Sclerosis Disease: Brain,http://www.biochain.com/product/paraffin-tissue-section-multiple-sclerosis-disease-brain/,T2236035Msc-B604075
Paraffin Tissue Section - Parkinson's Disease: Brain,http://www.biochain.com/product/paraffin-tissue-section-parkinsons-disease-brain/,T2236035Par-A512228
Paraffin Tissue Section - Alzheimers Disease: Brain: Amygdala,http://www.biochain.com/product/paraffin-tissue-section-alzheimers-disease-brain-amygdala/,T2236036Alz-B711104
Paraffin Tissue Section - Multiple Sclerosis Disease: Brain: Amygdala,http://www.biochain.com/product/paraffin-tissue-section-multiple-sclerosis-disease-brain-amygdala/,T2236036Msc-B702263
Paraffin Tissue Section - Parkinson's Disease: Brain: Amygdala,http://www.biochain.com/product/paraffin-tissue-section-parkinsons-disease-brain-amygdala/,T2236036Par-B105082
Paraffin Tissue Section - Alzheimer's Disease: Brain: Cerebellum,http://www.biochain.com/product/paraffin-tissue-section-alzheimers-disease-brain-cerebellum/,T2236039Alz-C508026
Paraffin Tissue Section - Multiple Sclerosis Disease: Brain: Cerebellum,http://www.biochain.com/product/paraffin-tissue-section-multiple-sclerosis-disease-brain-cerebellum/,T2236039Msc-B603205
Paraffin Tissue Section - Parkinson's Disease: Brain: Cerebellum,http://www.biochain.com/product/paraffin-tissue-section-parkinsons-disease-brain-cerebellum/,T2236039Par-B105083
Paraffin Tissue Section - Progressive Supranuclear Palsy: Brain: Cerebellum,http://www.biochain.com/product/paraffin-tissue-section-progressive-supranuclear-palsy-brain-cerebellum/,T2236039PSP-B105087
Paraffin Tissue Section - Alzheimers Disease: Brain: Corpus Callosum,http://www.biochain.com/product/paraffin-tissue-section-alzheimers-disease-brain-corpus-callosum/,T2236045Alz-A709042
Paraffin Tissue Section - Multiple Sclerosis Disease: Brain: Corpus Callosum,http://www.biochain.com/product/paraffin-tissue-section-multiple-sclerosis-disease-brain-corpus-callosum/,T2236045Msc-B906035
Paraffin Tissue Section - Parkinson's Disease: Brain: Corpus Callosum,http://www.biochain.com/product/paraffin-tissue-section-parkinsons-disease-brain-corpus-callosum/,T2236045Par
Paraffin Tissue Section - Alzheimers Disease: Brain: Frontal Lobe,http://www.biochain.com/product/paraffin-tissue-section-alzheimers-disease-brain-frontal-lobe/,T2236051Alz-B901022
Paraffin Tissue Section - Dementia: Brain: Frontal Lobe,http://www.biochain.com/product/paraffin-tissue-section-dementia-brain-frontal-lobe/,T2236051Dem-B712117
Paraffin Tissue Section - Depression: Brain: Frontal Lobe,http://www.biochain.com/product/paraffin-tissue-section-depression-brain-frontal-lobe/,T2236051Dep-B807033
Paraffin Tissue Section - Multiple Sclerosis Disease: Brain: Frontal Lobe,http://www.biochain.com/product/paraffin-tissue-section-multiple-sclerosis-disease-brain-frontal-lobe/,T2236051Msc-B204136
Paraffin Tissue Section - Parkinson's Disease: Brain: Frontal Lobe,http://www.biochain.com/product/paraffin-tissue-section-parkinsons-disease-brain-frontal-lobe/,T2236051Par-B109157
Paraffin Tissue Section - Progressive Supranuclear Palsy: Brain: Frontal Lobe,http://www.biochain.com/product/paraffin-tissue-section-progressive-supranuclear-palsy-brain-frontal-lobe/,T2236051PSP-B212021
Paraffin Tissue Section - Alzheimers Disease: Brain: Hippocampus,http://www.biochain.com/product/paraffin-tissue-section-alzheimers-disease-brain-hippocampus/,T2236052Alz-C401105
Paraffin Tissue Section - Dementia: Brain: Hippocampus,http://www.biochain.com/product/paraffin-tissue-section-dementia-brain-hippocampus/,T2236052Dem-B802081
Paraffin Tissue Section - Depression: Brain: Hippocampus,http://www.biochain.com/product/paraffin-tissue-section-depression-brain-hippocampus/,T2236052Dep
Paraffin Tissue Section - Multiple Sclerosis Disease: Brain: Hippocampus,http://www.biochain.com/product/paraffin-tissue-section-multiple-sclerosis-disease-brain-hippocampus/,T2236052Msc-B203104
Paraffin Tissue Section - Parkinson's Disease: Brain: Hippocampus,http://www.biochain.com/product/paraffin-tissue-section-parkinsons-disease-brain-hippocampus/,T2236052Par-C107073
Paraffin Tissue Section - Alzheimer's Disease: Brain: Medulla Oblongata,http://www.biochain.com/product/paraffin-tissue-section-alzheimers-disease-brain-medulla-oblongata/,T2236057Alz
Paraffin Tissue Section - Multiple Sclerosis Disease: Brain: Medulla Oblongata,http://www.biochain.com/product/paraffin-tissue-section-multiple-sclerosis-disease-brain-medulla-oblongata/,T2236057Msc-B306149
Paraffin Tissue Section - Parkinson's Disease: Brain: Medulla Oblongata,http://www.biochain.com/product/paraffin-tissue-section-parkinsons-disease-brain-medulla-oblongata/,T2236057Par-B301029
Paraffin Tissue Section - Progressive Supranuclear Palsy: Brain: Medulla Oblongata,http://www.biochain.com/product/paraffin-tissue-section-progressive-supranuclear-palsy-brain-medulla-oblongata/,T2236057PSP-B105088
Paraffin Tissue Section - Alzheimers Disease: Brain: Occipital Lobe,http://www.biochain.com/product/paraffin-tissue-section-alzheimers-disease-brain-occipital-lobe/,T2236062Alz-A611167
Paraffin Tissue Section - Dementia: Brain: Occipital Lobe,http://www.biochain.com/product/paraffin-tissue-section-dementia-brain-occipital-lobe/,T2236062Dem
Paraffin Tissue Section - Depression: Brain: Occipital Lobe,http://www.biochain.com/product/paraffin-tissue-section-depression-brain-occipital-lobe/,T2236062Dep
Paraffin Tissue Section - Multiple Sclerosis Disease: Brain: Occipital Lobe,http://www.biochain.com/product/paraffin-tissue-section-multiple-sclerosis-disease-brain-occipital-lobe/,T2236062Msc
Paraffin Tissue Section - Parkinson's Disease: Brain: Occipital Lobe,http://www.biochain.com/product/paraffin-tissue-section-parkinsons-disease-brain-occipital-lobe/,T2236062Par-B204135
Paraffin Tissue Section - Progressive Supranuclear Palsy: Brain: Occipital Lobe,http://www.biochain.com/product/paraffin-tissue-section-progressive-supranuclear-palsy-brain-occipital-lobe/,T2236062PSP
Paraffin Tissue Section - Alzheimers Disease: Brain: Parietal Lobe,http://www.biochain.com/product/paraffin-tissue-section-alzheimers-disease-brain-parietal-lobe/,T2236066Alz-B604071
Paraffin Tissue Section - Dementia: Brain: Parietal Lobe,http://www.biochain.com/product/paraffin-tissue-section-dementia-brain-parietal-lobe/,T2236066Dem
Paraffin Tissue Section - Depression: Brain: Parietal Lobe,http://www.biochain.com/product/paraffin-tissue-section-depression-brain-parietal-lobe/,T2236066Dep
Paraffin Tissue Section - Multiple Sclerosis Disease: Brain: Parietal Lobe,http://www.biochain.com/product/paraffin-tissue-section-multiple-sclerosis-disease-brain-parietal-lobe/,T2236066Msc-B702265
Paraffin Tissue Section - Parkinson's Disease: Brain: Parietal Lobe,http://www.biochain.com/product/paraffin-tissue-section-parkinsons-disease-brain-parietal-lobe/,T2236066Par-B702266
Paraffin Tissue Section - Progressive Supranuclear Palsy: Brain: Parietal Lobe,http://www.biochain.com/product/paraffin-tissue-section-progressive-supranuclear-palsy-brain-parietal-lobe/,T2236066PSP
Paraffin Tissue Section - Alzheimers Disease: Brain: Pons,http://www.biochain.com/product/paraffin-tissue-section-alzheimers-disease-brain-pons/,T2236071Alz-B506287
Paraffin Tissue Section - Multiple Sclerosis Disease: Brain: Pons,http://www.biochain.com/product/paraffin-tissue-section-multiple-sclerosis-disease-brain-pons/,T2236071Msc-B704215
Paraffin Tissue Section - Parkinson's Disease: Brain: Pons,http://www.biochain.com/product/paraffin-tissue-section-parkinsons-disease-brain-pons/,T2236071Par-B105084
Paraffin Tissue Section - Progressive Supranuclear Palsy: Brain: Pons,http://www.biochain.com/product/paraffin-tissue-section-progressive-supranuclear-palsy-brain-pons/,T2236071PSP-B105089
Paraffin Tissue Section - Alzheimers Disease: Brain: Postcentral Gyrus (Sensation),http://www.biochain.com/product/paraffin-tissue-section-alzheimers-disease-brain-postcentral-gyrus-sensation/,T2236072Alz-C509103
Paraffin Tissue Section - Multiple Sclerosis Disease: Brain: Postcentral Gyrus,http://www.biochain.com/product/paraffin-tissue-section-multiple-sclerosis-disease-brain-postcentral-gyrus/,T2236072Msc-B704216
Paraffin Tissue Section - Parkinson's Disease: Brain: Postcentral Gyrus,http://www.biochain.com/product/paraffin-tissue-section-parkinsons-disease-brain-postcentral-gyrus/,T2236072Par-B704217
Paraffin Tissue Section - Alzheimers Disease: Brain: Precentral Gyrus (Movement),http://www.biochain.com/product/paraffin-tissue-section-alzheimers-disease-brain-precentral-gyrus-movement/,T2236073Alz-A801170
Paraffin Tissue Section - Multiple Sclerosis Disease: Brain: Precentral Gyrus,http://www.biochain.com/product/paraffin-tissue-section-multiple-sclerosis-disease-brain-precentral-gyrus/,T2236073Msc
Paraffin Tissue Section - Parkinson's Disease: Brain: Precentral Gyrus,http://www.biochain.com/product/paraffin-tissue-section-parkinsons-disease-brain-precentral-gyrus/,T2236073Par-B704218
Paraffin Tissue Section - Alzheimers Disease: Brain: Temporal Lobe,http://www.biochain.com/product/paraffin-tissue-section-alzheimers-disease-brain-temporal-lobe/,T2236078Alz-C508078
Paraffin Tissue Section - Dementia: Brain: Temporal Lobe,http://www.biochain.com/product/paraffin-tissue-section-dementia-brain-temporal-lobe/,T2236078Dem
Paraffin Tissue Section - Depression: Brain: Temporal Lobe,http://www.biochain.com/product/paraffin-tissue-section-depression-brain-temporal-lobe/,T2236078Dep
Paraffin Tissue Section - Multiple Sclerosis Disease: Brain: Temporal Lobe,http://www.biochain.com/product/paraffin-tissue-section-multiple-sclerosis-disease-brain-temporal-lobe/,T2236078Msc-B603206
Paraffin Tissue Section - Parkinson's Disease: Brain: Temporal Lobe,http://www.biochain.com/product/paraffin-tissue-section-parkinsons-disease-brain-temporal-lobe/,T2236078Par-B511164
Paraffin Tissue Section - Progressive Supranuclear Palsy: Brain: Temporal Lobe,http://www.biochain.com/product/paraffin-tissue-section-progressive-supranuclear-palsy-brain-temporal-lobe/,T2236078PSP
Paraffin Tissue Section - Alzheimers Disease: Brain: Thalamus,http://www.biochain.com/product/paraffin-tissue-section-alzheimers-disease-brain-thalamus/,T2236079Alz-B202066
Paraffin Tissue Section - Dementia: Brain: Thalamus,http://www.biochain.com/product/paraffin-tissue-section-dementia-brain-thalamus/,T2236079Dem
Paraffin Tissue Section - Depression: Brain: Thalamus,http://www.biochain.com/product/paraffin-tissue-section-depression-brain-thalamus/,T2236079Dep-C502039
Paraffin Tissue Section - Multiple Sclerosis Disease: Brain: Thalamus,http://www.biochain.com/product/paraffin-tissue-section-multiple-sclerosis-disease-brain-thalamus/,T2236079Msc
Paraffin Tissue Section - Parkinson's Disease: Brain: Thalamus,http://www.biochain.com/product/paraffin-tissue-section-parkinsons-disease-brain-thalamus/,T2236079Par-C110065
